伝票番号,購入日時,店舗,顧客ID,商品カテゴリ,商品名,単価,数量,合計購入金額,決済方法
INV-13164,2025-12-15,東京本店,C-024,家庭用品,セラミックフライパン,4346,5,21730,電子マネー
INV-19976,2025-12-15,ECサイト,C-264,家庭用品,セラミックフライパン,7258,1,7258,QR決済
INV-13648,2025-12-15,ECサイト,C-028,日用雑貨,キッチンペーパー,1217,1,1217,QR決済
INV-11926,2025-12-15,千葉店,C-088,日用雑貨,高機能マスク,730,1,730,クレジットカード
INV-18622,2025-12-15,さいたま店,C-275,生鮮食品,季節のフルーツ盛,1694,1,1694,クレジットカード
INV-15448,2025-12-15,さいたま店,C-273,家庭用品,LED電球,3641,2,7282,QR決済
INV-11200,2025-12-15,横浜店,C-164,家庭用品,電動歯ブラシ,7145,5,35725,QR決済
INV-13144,2025-12-15,東京本店,C-246,日用雑貨,高機能マスク,699,4,2796,電子マネー
INV-16112,2025-12-15,東京本店,C-095,加工食品,レトルトカレー,798,4,3192,現金
INV-14051,2025-12-15,千葉店,C-021,家庭用品,セラミックフライパン,5761,1,5761,QR決済
INV-11891,2025-12-15,千葉店,C-201,飲料・酒類,高級赤ワイン,4866,5,24330,電子マネー
INV-18830,2025-12-15,ECサイト,C-114,加工食品,特製ドレッシング,690,3,2070,現金
INV-18654,2025-12-15,ECサイト,C-001,飲料・酒類,高級赤ワイン,2025,1,2025,電子マネー
INV-18405,2025-12-15,ECサイト,C-192,加工食品,パスタソース,514,1,514,電子マネー
INV-10049,2025-12-15,東京本店,C-183,家庭用品,LED電球,2459,1,2459,QR決済
INV-12104,2025-12-15,横浜店,C-267,加工食品,パスタソース,498,1,498,現金
INV-10664,2025-12-15,さいたま店,C-198,飲料・酒類,ミネラルウォーター,2476,1,2476,クレジットカード
INV-19802,2025-12-15,ECサイト,C-154,加工食品,パスタソース,706,2,1412,電子マネー
INV-11705,2025-12-15,ECサイト,C-134,日用雑貨,キッチンペーパー,1371,1,1371,電子マネー
INV-17184,2025-12-16,千葉店,C-200,飲料・酒類,ミネラルウォーター,4624,2,9248,現金
INV-13549,2025-12-16,ECサイト,C-258,日用雑貨,高機能マスク,1158,2,2316,現金
INV-10073,2025-12-16,東京本店,C-268,家庭用品,電動歯ブラシ,5606,3,16818,クレジットカード
INV-15616,2025-12-16,千葉店,C-240,加工食品,パスタソース,510,5,2550,現金
INV-15292,2025-12-16,ECサイト,C-274,飲料・酒類,クラフトビール6缶パック,1042,1,1042,クレジットカード
INV-19463,2025-12-16,さいたま店,C-113,日用雑貨,高機能マスク,1392,1,1392,現金
INV-15067,2025-12-16,ECサイト,C-179,生鮮食品,国産牛サーロイン,1488,5,7440,電子マネー
INV-15026,2025-12-16,さいたま店,C-008,飲料・酒類,高級赤ワイン,598,1,598,クレジットカード
INV-12219,2025-12-16,さいたま店,C-076,加工食品,パスタソース,407,2,814,電子マネー
INV-18394,2025-12-16,千葉店,C-162,飲料・酒類,クラフトビール6缶パック,3598,3,10794,QR決済
INV-19718,2025-12-16,横浜店,C-278,飲料・酒類,クラフトビール6缶パック,4380,3,13140,電子マネー
INV-18483,2025-12-16,千葉店,C-057,加工食品,特製ドレッシング,457,1,457,QR決済
INV-18419,2025-12-16,東京本店,C-128,飲料・酒類,ミネラルウォーター,757,2,1514,現金
INV-17715,2025-12-16,千葉店,C-058,飲料・酒類,クラフトビール6缶パック,2456,3,7368,電子マネー
INV-10531,2025-12-16,さいたま店,C-138,飲料・酒類,高級赤ワイン,3695,1,3695,QR決済
INV-18778,2025-12-16,ECサイト,C-218,生鮮食品,朝採れ野菜セット,2066,4,8264,QR決済
INV-12925,2025-12-16,横浜店,C-008,飲料・酒類,高級赤ワイン,4398,5,21990,現金
INV-17728,2025-12-16,千葉店,C-266,生鮮食品,朝採れ野菜セット,2367,1,2367,電子マネー
INV-14001,2025-12-16,ECサイト,C-062,加工食品,パスタソース,334,1,334,クレジットカード
INV-12220,2025-12-16,横浜店,C-278,生鮮食品,国産牛サーロイン,2309,2,4618,電子マネー
INV-11331,2025-12-16,さいたま店,C-126,飲料・酒類,高級赤ワイン,3442,2,6884,QR決済
INV-17473,2025-12-16,ECサイト,C-065,日用雑貨,抗菌洗剤セット,1104,1,1104,現金
INV-12763,2025-12-16,ECサイト,C-065,加工食品,レトルトカレー,617,1,617,電子マネー
INV-10165,2025-12-16,ECサイト,C-213,日用雑貨,抗菌洗剤セット,1220,2,2440,クレジットカード
INV-11645,2025-12-16,東京本店,C-076,生鮮食品,季節のフルーツ盛,2657,2,5314,QR決済
INV-12296,2025-12-16,ECサイト,C-153,家庭用品,電動歯ブラシ,6372,1,6372,電子マネー
INV-14269,2025-12-16,千葉店,C-098,飲料・酒類,クラフトビール6缶パック,4042,1,4042,電子マネー
INV-19972,2025-12-16,東京本店,C-077,生鮮食品,朝採れ野菜セット,1445,4,5780,電子マネー
INV-12323,2025-12-16,千葉店,C-103,生鮮食品,国産牛サーロイン,2101,1,2101,QR決済
INV-16589,2025-12-16,横浜店,C-281,家庭用品,セラミックフライパン,5111,2,10222,クレジットカード
INV-14830,2025-12-16,ECサイト,C-214,日用雑貨,キッチンペーパー,1011,1,1011,QR決済
INV-12272,2025-12-16,さいたま店,C-175,家庭用品,セラミックフライパン,3185,2,6370,QR決済
INV-19930,2025-12-16,千葉店,C-059,加工食品,パスタソース,750,1,750,クレジットカード
INV-16614,2025-12-17,横浜店,C-202,加工食品,レトルトカレー,353,3,1059,電子マネー
INV-10929,2025-12-17,千葉店,C-077,飲料・酒類,クラフトビール6缶パック,874,1,874,クレジットカード
INV-17305,2025-12-17,ECサイト,C-206,生鮮食品,季節のフルーツ盛,1874,2,3748,QR決済
INV-15464,2025-12-17,千葉店,C-081,日用雑貨,抗菌洗剤セット,866,3,2598,現金
INV-17005,2025-12-17,ECサイト,C-016,加工食品,特製ドレッシング,557,1,557,QR決済
INV-12361,2025-12-17,横浜店,C-121,日用雑貨,キッチンペーパー,1202,1,1202,クレジットカード
INV-10530,2025-12-17,さいたま店,C-081,日用雑貨,高機能マスク,1359,1,1359,QR決済
INV-13321,2025-12-17,千葉店,C-298,飲料・酒類,高級赤ワイン,4476,4,17904,電子マネー
INV-19801,2025-12-17,横浜店,C-190,生鮮食品,国産牛サーロイン,2711,1,2711,現金
INV-19034,2025-12-17,横浜店,C-095,加工食品,パスタソース,540,2,1080,現金
INV-15570,2025-12-17,さいたま店,C-140,生鮮食品,朝採れ野菜セット,2765,2,5530,現金
INV-14099,2025-12-17,東京本店,C-244,加工食品,パスタソース,545,1,545,現金
INV-13709,2025-12-17,ECサイト,C-287,日用雑貨,高機能マスク,877,1,877,現金
INV-14444,2025-12-17,東京本店,C-225,生鮮食品,国産牛サーロイン,2421,1,2421,現金
INV-13457,2025-12-17,東京本店,C-275,生鮮食品,朝採れ野菜セット,1532,1,1532,クレジットカード
INV-19565,2025-12-17,ECサイト,C-032,飲料・酒類,クラフトビール6缶パック,1356,1,1356,現金
INV-12602,2025-12-17,さいたま店,C-219,飲料・酒類,高級赤ワイン,1461,3,4383,クレジットカード
INV-11816,2025-12-17,東京本店,C-053,飲料・酒類,高級赤ワイン,4012,1,4012,電子マネー
INV-15222,2025-12-17,さいたま店,C-293,家庭用品,セラミックフライパン,2630,1,2630,クレジットカード
INV-14485,2025-12-17,ECサイト,C-253,家庭用品,電動歯ブラシ,2306,1,2306,QR決済
INV-11608,2025-12-17,ECサイト,C-113,飲料・酒類,クラフトビール6缶パック,3715,1,3715,QR決済
INV-19574,2025-12-17,さいたま店,C-292,飲料・酒類,ミネラルウォーター,4677,4,18708,クレジットカード
INV-13012,2025-12-17,横浜店,C-048,生鮮食品,季節のフルーツ盛,1842,2,3684,クレジットカード
INV-19974,2025-12-17,横浜店,C-086,加工食品,特製ドレッシング,680,1,680,電子マネー
INV-16706,2025-12-18,千葉店,C-226,加工食品,特製ドレッシング,504,3,1512,クレジットカード
INV-13795,2025-12-18,千葉店,C-207,生鮮食品,朝採れ野菜セット,2353,1,2353,クレジットカード
INV-13344,2025-12-18,千葉店,C-044,日用雑貨,キッチンペーパー,1461,4,5844,クレジットカード
INV-14434,2025-12-18,ECサイト,C-026,家庭用品,LED電球,3175,3,9525,QR決済
INV-18300,2025-12-18,千葉店,C-218,日用雑貨,抗菌洗剤セット,528,1,528,QR決済
INV-11529,2025-12-18,横浜店,C-012,家庭用品,LED電球,6180,1,6180,現金
INV-14093,2025-12-18,横浜店,C-273,加工食品,パスタソース,334,1,334,現金
INV-19375,2025-12-18,ECサイト,C-271,生鮮食品,朝採れ野菜セット,1262,1,1262,クレジットカード
INV-19369,2025-12-18,横浜店,C-242,生鮮食品,季節のフルーツ盛,2325,2,4650,現金
INV-15587,2025-12-18,さいたま店,C-112,加工食品,レトルトカレー,341,1,341,電子マネー
INV-15393,2025-12-18,千葉店,C-008,生鮮食品,国産牛サーロイン,2029,1,2029,QR決済
INV-18024,2025-12-18,ECサイト,C-056,日用雑貨,キッチンペーパー,837,4,3348,クレジットカード
INV-16078,2025-12-18,ECサイト,C-118,生鮮食品,季節のフルーツ盛,2840,2,5680,QR決済
INV-18540,2025-12-18,ECサイト,C-181,日用雑貨,高機能マスク,1318,1,1318,QR決済
INV-14712,2025-12-18,さいたま店,C-188,生鮮食品,季節のフルーツ盛,2827,1,2827,電子マネー
INV-13078,2025-12-18,さいたま店,C-074,飲料・酒類,ミネラルウォーター,4994,1,4994,電子マネー
INV-11024,2025-12-18,東京本店,C-274,加工食品,特製ドレッシング,695,1,695,電子マネー
INV-19139,2025-12-18,横浜店,C-211,飲料・酒類,クラフトビール6缶パック,743,2,1486,クレジットカード
INV-13665,2025-12-18,千葉店,C-002,加工食品,パスタソース,692,1,692,現金
INV-13620,2025-12-18,横浜店,C-282,飲料・酒類,クラフトビール6缶パック,2157,2,4314,現金
INV-11642,2025-12-18,東京本店,C-213,飲料・酒類,高級赤ワイン,522,1,522,QR決済
INV-10528,2025-12-19,横浜店,C-040,飲料・酒類,クラフトビール6缶パック,1638,4,6552,QR決済
INV-15314,2025-12-19,横浜店,C-140,生鮮食品,国産牛サーロイン,2769,2,5538,現金
INV-19534,2025-12-19,ECサイト,C-268,飲料・酒類,高級赤ワイン,921,1,921,クレジットカード
INV-12379,2025-12-19,ECサイト,C-284,生鮮食品,朝採れ野菜セット,2844,1,2844,現金
INV-18713,2025-12-19,東京本店,C-204,飲料・酒類,ミネラルウォーター,1251,1,1251,QR決済
INV-11580,2025-12-19,ECサイト,C-024,飲料・酒類,ミネラルウォーター,4916,1,4916,クレジットカード
INV-13513,2025-12-19,東京本店,C-138,飲料・酒類,クラフトビール6缶パック,578,2,1156,QR決済
INV-17407,2025-12-19,ECサイト,C-184,家庭用品,セラミックフライパン,7986,1,7986,電子マネー
INV-16215,2025-12-19,横浜店,C-138,加工食品,パスタソース,326,3,978,クレジットカード
INV-10999,2025-12-19,さいたま店,C-267,生鮮食品,国産牛サーロイン,1610,2,3220,電子マネー
INV-14289,2025-12-19,千葉店,C-010,飲料・酒類,クラフトビール6缶パック,1193,1,1193,クレジットカード
INV-15937,2025-12-19,横浜店,C-143,加工食品,特製ドレッシング,535,1,535,QR決済
INV-10805,2025-12-19,東京本店,C-130,日用雑貨,高機能マスク,917,2,1834,電子マネー
INV-10945,2025-12-19,ECサイト,C-151,飲料・酒類,ミネラルウォーター,1329,3,3987,クレジットカード
INV-14436,2025-12-19,ECサイト,C-094,家庭用品,セラミックフライパン,5488,1,5488,現金
INV-15917,2025-12-19,東京本店,C-114,生鮮食品,国産牛サーロイン,1790,5,8950,現金
INV-15743,2025-12-19,東京本店,C-171,家庭用品,セラミックフライパン,4749,1,4749,電子マネー
INV-11037,2025-12-19,横浜店,C-043,家庭用品,セラミックフライパン,6810,2,13620,QR決済
INV-13643,2025-12-19,東京本店,C-084,生鮮食品,季節のフルーツ盛,1721,1,1721,クレジットカード
INV-16687,2025-12-19,さいたま店,C-153,加工食品,特製ドレッシング,520,5,2600,現金
INV-13756,2025-12-19,東京本店,C-010,加工食品,特製ドレッシング,363,2,726,電子マネー
INV-19356,2025-12-20,さいたま店,C-298,加工食品,レトルトカレー,396,1,396,現金
INV-17620,2025-12-20,千葉店,C-006,家庭用品,電動歯ブラシ,4705,1,4705,現金
INV-10334,2025-12-20,さいたま店,C-010,飲料・酒類,クラフトビール6缶パック,2788,3,8364,クレジットカード
INV-14644,2025-12-20,東京本店,C-206,家庭用品,電動歯ブラシ,7658,3,22974,電子マネー
INV-11419,2025-12-20,さいたま店,C-241,家庭用品,電動歯ブラシ,7389,5,36945,現金
INV-19278,2025-12-20,東京本店,C-159,日用雑貨,キッチンペーパー,1232,1,1232,電子マネー
INV-10110,2025-12-20,千葉店,C-148,生鮮食品,国産牛サーロイン,1217,1,1217,電子マネー
INV-19691,2025-12-20,東京本店,C-084,日用雑貨,高機能マスク,1277,1,1277,現金
INV-13147,2025-12-20,さいたま店,C-195,家庭用品,LED電球,7987,1,7987,電子マネー
INV-12527,2025-12-20,東京本店,C-108,家庭用品,セラミックフライパン,4655,2,9310,QR決済
INV-18457,2025-12-20,横浜店,C-117,生鮮食品,朝採れ野菜セット,1900,1,1900,QR決済
INV-18988,2025-12-20,東京本店,C-223,飲料・酒類,クラフトビール6缶パック,3913,1,3913,電子マネー
INV-11793,2025-12-20,東京本店,C-033,家庭用品,セラミックフライパン,2040,1,2040,クレジットカード
INV-11205,2025-12-20,さいたま店,C-219,日用雑貨,高機能マスク,913,1,913,クレジットカード
INV-19457,2025-12-20,千葉店,C-190,加工食品,レトルトカレー,510,1,510,QR決済
INV-10458,2025-12-20,千葉店,C-278,生鮮食品,国産牛サーロイン,2713,4,10852,クレジットカード
INV-11576,2025-12-20,さいたま店,C-243,生鮮食品,朝採れ野菜セット,1536,1,1536,QR決済
INV-17108,2025-12-20,千葉店,C-033,飲料・酒類,クラフトビール6缶パック,3996,3,11988,クレジットカード
INV-15444,2025-12-20,東京本店,C-017,飲料・酒類,高級赤ワイン,1926,1,1926,現金
INV-19917,2025-12-20,ECサイト,C-256,飲料・酒類,高級赤ワイン,2389,1,2389,現金
INV-12227,2025-12-20,ECサイト,C-010,飲料・酒類,クラフトビール6缶パック,3887,3,11661,クレジットカード
INV-18690,2025-12-20,ECサイト,C-168,家庭用品,電動歯ブラシ,5276,3,15828,電子マネー
INV-18748,2025-12-20,東京本店,C-294,加工食品,レトルトカレー,588,1,588,電子マネー
INV-10463,2025-12-20,東京本店,C-243,飲料・酒類,高級赤ワイン,3297,1,3297,QR決済
INV-15502,2025-12-20,ECサイト,C-237,生鮮食品,季節のフルーツ盛,1255,1,1255,電子マネー
INV-10017,2025-12-20,横浜店,C-104,生鮮食品,季節のフルーツ盛,1615,1,1615,現金
INV-17725,2025-12-20,ECサイト,C-038,生鮮食品,朝採れ野菜セット,2619,1,2619,電子マネー
INV-10931,2025-12-20,東京本店,C-093,家庭用品,電動歯ブラシ,2880,1,2880,現金
INV-11633,2025-12-20,千葉店,C-234,家庭用品,セラミックフライパン,2443,1,2443,電子マネー
INV-11161,2025-12-20,東京本店,C-110,加工食品,パスタソース,328,1,328,QR決済
INV-18524,2025-12-20,東京本店,C-183,飲料・酒類,高級赤ワイン,2192,1,2192,電子マネー
INV-18461,2025-12-20,千葉店,C-101,日用雑貨,抗菌洗剤セット,1133,2,2266,クレジットカード
INV-16978,2025-12-20,千葉店,C-111,家庭用品,LED電球,3633,2,7266,現金
INV-18657,2025-12-20,東京本店,C-051,加工食品,レトルトカレー,622,2,1244,クレジットカード
INV-14118,2025-12-20,東京本店,C-147,家庭用品,セラミックフライパン,4818,2,9636,電子マネー
INV-16806,2025-12-20,ECサイト,C-007,家庭用品,電動歯ブラシ,5515,5,27575,電子マネー
INV-12690,2025-12-20,横浜店,C-125,家庭用品,LED電球,5732,1,5732,電子マネー
INV-16998,2025-12-20,千葉店,C-130,家庭用品,LED電球,5593,1,5593,電子マネー
INV-18316,2025-12-20,東京本店,C-096,加工食品,パスタソース,781,1,781,現金
INV-17338,2025-12-20,東京本店,C-246,家庭用品,セラミックフライパン,7889,5,39445,QR決済
INV-11708,2025-12-20,東京本店,C-093,飲料・酒類,ミネラルウォーター,2639,1,2639,電子マネー
INV-19720,2025-12-21,千葉店,C-058,生鮮食品,朝採れ野菜セット,2400,5,12000,QR決済
INV-18953,2025-12-21,横浜店,C-123,生鮮食品,朝採れ野菜セット,2990,1,2990,現金
INV-17095,2025-12-21,千葉店,C-061,飲料・酒類,クラフトビール6缶パック,2357,2,4714,QR決済
INV-19273,2025-12-21,東京本店,C-188,日用雑貨,抗菌洗剤セット,533,1,533,クレジットカード
INV-18586,2025-12-21,千葉店,C-118,生鮮食品,季節のフルーツ盛,2807,1,2807,現金
INV-11474,2025-12-21,横浜店,C-211,家庭用品,セラミックフライパン,6401,1,6401,現金
INV-18455,2025-12-21,横浜店,C-144,飲料・酒類,ミネラルウォーター,2804,4,11216,QR決済
INV-17424,2025-12-21,千葉店,C-008,家庭用品,LED電球,2780,4,11120,クレジットカード
INV-18375,2025-12-21,さいたま店,C-185,家庭用品,LED電球,4923,1,4923,電子マネー
INV-13507,2025-12-21,ECサイト,C-219,家庭用品,LED電球,7863,3,23589,現金
INV-10158,2025-12-21,千葉店,C-228,生鮮食品,朝採れ野菜セット,1569,1,1569,QR決済
INV-17739,2025-12-21,東京本店,C-050,加工食品,パスタソース,510,3,1530,電子マネー
INV-17792,2025-12-21,千葉店,C-152,加工食品,パスタソース,674,2,1348,電子マネー
INV-11404,2025-12-21,横浜店,C-148,加工食品,特製ドレッシング,735,2,1470,現金
INV-18674,2025-12-21,ECサイト,C-258,日用雑貨,抗菌洗剤セット,973,1,973,クレジットカード
INV-12554,2025-12-21,東京本店,C-282,加工食品,パスタソース,581,2,1162,現金
INV-12516,2025-12-21,さいたま店,C-232,飲料・酒類,ミネラルウォーター,4538,1,4538,QR決済
INV-16211,2025-12-21,千葉店,C-202,加工食品,パスタソース,626,1,626,クレジットカード
INV-14994,2025-12-21,さいたま店,C-231,生鮮食品,国産牛サーロイン,1791,1,1791,クレジットカード
INV-17190,2025-12-21,ECサイト,C-051,飲料・酒類,高級赤ワイン,4198,1,4198,電子マネー
INV-18073,2025-12-21,さいたま店,C-166,日用雑貨,抗菌洗剤セット,554,1,554,電子マネー
INV-12752,2025-12-21,横浜店,C-241,生鮮食品,朝採れ野菜セット,1563,1,1563,電子マネー
INV-19674,2025-12-21,ECサイト,C-170,生鮮食品,朝採れ野菜セット,2551,2,5102,クレジットカード
INV-12724,2025-12-21,横浜店,C-186,生鮮食品,朝採れ野菜セット,1603,2,3206,現金
INV-13375,2025-12-21,さいたま店,C-055,生鮮食品,国産牛サーロイン,1502,4,6008,現金
INV-19343,2025-12-21,さいたま店,C-197,飲料・酒類,ミネラルウォーター,2907,1,2907,クレジットカード
INV-16641,2025-12-21,ECサイト,C-122,生鮮食品,朝採れ野菜セット,2338,1,2338,現金
INV-14237,2025-12-21,千葉店,C-270,日用雑貨,高機能マスク,717,2,1434,クレジットカード
INV-12878,2025-12-21,東京本店,C-089,生鮮食品,朝採れ野菜セット,1463,1,1463,QR決済
INV-13131,2025-12-21,ECサイト,C-124,生鮮食品,季節のフルーツ盛,1754,1,1754,クレジットカード
INV-14465,2025-12-21,東京本店,C-253,生鮮食品,国産牛サーロイン,1899,1,1899,電子マネー
INV-10016,2025-12-22,千葉店,C-093,生鮮食品,季節のフルーツ盛,2205,1,2205,クレジットカード
INV-11609,2025-12-22,千葉店,C-021,家庭用品,電動歯ブラシ,5946,1,5946,QR決済
INV-15086,2025-12-22,さいたま店,C-019,日用雑貨,キッチンペーパー,982,1,982,QR決済
INV-12587,2025-12-22,横浜店,C-259,家庭用品,セラミックフライパン,5968,1,5968,電子マネー
INV-16790,2025-12-22,横浜店,C-041,日用雑貨,キッチンペーパー,1411,1,1411,電子マネー
INV-15326,2025-12-22,東京本店,C-222,家庭用品,LED電球,4221,1,4221,電子マネー
INV-17204,2025-12-22,東京本店,C-077,加工食品,特製ドレッシング,748,2,1496,現金
INV-19295,2025-12-22,さいたま店,C-111,生鮮食品,季節のフルーツ盛,1304,3,3912,現金
INV-11369,2025-12-22,ECサイト,C-198,加工食品,レトルトカレー,444,1,444,現金
INV-18213,2025-12-22,千葉店,C-204,家庭用品,LED電球,6588,5,32940,現金
INV-12427,2025-12-22,さいたま店,C-109,加工食品,レトルトカレー,372,1,372,電子マネー
INV-19713,2025-12-22,横浜店,C-056,生鮮食品,季節のフルーツ盛,1342,2,2684,クレジットカード
INV-18230,2025-12-22,東京本店,C-259,家庭用品,LED電球,6960,2,13920,現金
INV-18319,2025-12-22,さいたま店,C-230,生鮮食品,国産牛サーロイン,1747,1,1747,現金
INV-13063,2025-12-22,ECサイト,C-156,飲料・酒類,高級赤ワイン,4425,3,13275,現金
INV-16564,2025-12-22,横浜店,C-182,生鮮食品,国産牛サーロイン,1246,2,2492,QR決済
INV-14122,2025-12-22,千葉店,C-113,日用雑貨,高機能マスク,888,1,888,QR決済
INV-19005,2025-12-22,さいたま店,C-096,家庭用品,セラミックフライパン,7674,1,7674,現金
INV-14867,2025-12-22,東京本店,C-274,加工食品,特製ドレッシング,423,1,423,現金
INV-16686,2025-12-22,さいたま店,C-115,飲料・酒類,ミネラルウォーター,1377,1,1377,現金
INV-11399,2025-12-22,横浜店,C-088,家庭用品,セラミックフライパン,4508,1,4508,現金
INV-19492,2025-12-22,東京本店,C-049,家庭用品,電動歯ブラシ,3496,2,6992,クレジットカード
INV-10257,2025-12-22,東京本店,C-176,日用雑貨,高機能マスク,621,2,1242,クレジットカード
INV-17625,2025-12-22,東京本店,C-246,加工食品,パスタソース,641,4,2564,クレジットカード
INV-13468,2025-12-22,東京本店,C-186,加工食品,特製ドレッシング,451,2,902,電子マネー
INV-19956,2025-12-22,横浜店,C-022,日用雑貨,高機能マスク,1094,1,1094,クレジットカード
INV-10401,2025-12-22,ECサイト,C-027,加工食品,特製ドレッシング,600,1,600,QR決済
INV-12672,2025-12-22,千葉店,C-191,飲料・酒類,ミネラルウォーター,4521,1,4521,現金
INV-18302,2025-12-22,東京本店,C-102,生鮮食品,国産牛サーロイン,2048,1,2048,QR決済
INV-10282,2025-12-22,東京本店,C-051,日用雑貨,高機能マスク,500,1,500,クレジットカード
INV-15337,2025-12-23,さいたま店,C-015,加工食品,パスタソース,426,2,852,現金
INV-12533,2025-12-23,さいたま店,C-019,日用雑貨,高機能マスク,1289,1,1289,現金
INV-19892,2025-12-23,横浜店,C-274,日用雑貨,キッチンペーパー,582,1,582,クレジットカード
INV-11859,2025-12-23,ECサイト,C-093,加工食品,パスタソース,329,3,987,現金
INV-10763,2025-12-23,さいたま店,C-128,加工食品,特製ドレッシング,791,5,3955,QR決済
INV-10144,2025-12-23,横浜店,C-016,飲料・酒類,高級赤ワイン,776,4,3104,QR決済
INV-10976,2025-12-23,横浜店,C-275,加工食品,レトルトカレー,374,3,1122,電子マネー
INV-18991,2025-12-23,ECサイト,C-255,飲料・酒類,クラフトビール6缶パック,3432,1,3432,クレジットカード
INV-10143,2025-12-23,横浜店,C-130,生鮮食品,国産牛サーロイン,2027,1,2027,クレジットカード
INV-13478,2025-12-23,千葉店,C-228,加工食品,特製ドレッシング,686,1,686,現金
INV-10661,2025-12-23,千葉店,C-105,飲料・酒類,クラフトビール6缶パック,4362,2,8724,現金
INV-19065,2025-12-23,さいたま店,C-060,日用雑貨,高機能マスク,696,1,696,現金
INV-17751,2025-12-23,千葉店,C-073,家庭用品,LED電球,5614,1,5614,現金
INV-14157,2025-12-23,さいたま店,C-115,加工食品,レトルトカレー,551,1,551,現金
INV-10652,2025-12-23,千葉店,C-282,日用雑貨,キッチンペーパー,1174,3,3522,クレジットカード
INV-12039,2025-12-23,千葉店,C-109,日用雑貨,高機能マスク,515,1,515,クレジットカード
INV-10015,2025-12-23,横浜店,C-225,生鮮食品,季節のフルーツ盛,2865,1,2865,クレジットカード
INV-12584,2025-12-23,ECサイト,C-070,家庭用品,LED電球,3725,2,7450,クレジットカード
INV-12484,2025-12-23,東京本店,C-009,加工食品,パスタソース,767,1,767,QR決済
INV-16936,2025-12-23,横浜店,C-061,生鮮食品,季節のフルーツ盛,1299,1,1299,QR決済
INV-19423,2025-12-23,ECサイト,C-207,飲料・酒類,ミネラルウォーター,715,4,2860,電子マネー
INV-17597,2025-12-23,横浜店,C-203,加工食品,パスタソース,338,1,338,現金
INV-18723,2025-12-23,千葉店,C-026,加工食品,特製ドレッシング,305,1,305,クレジットカード
INV-15088,2025-12-23,東京本店,C-116,生鮮食品,季節のフルーツ盛,2227,1,2227,電子マネー
INV-19955,2025-12-23,東京本店,C-182,飲料・酒類,ミネラルウォーター,1016,2,2032,現金
INV-16612,2025-12-23,さいたま店,C-242,生鮮食品,国産牛サーロイン,2529,1,2529,クレジットカード
INV-13767,2025-12-23,ECサイト,C-243,日用雑貨,抗菌洗剤セット,1459,1,1459,クレジットカード
INV-12214,2025-12-23,さいたま店,C-092,家庭用品,セラミックフライパン,6064,1,6064,クレジットカード
INV-12447,2025-12-23,横浜店,C-122,家庭用品,電動歯ブラシ,6816,2,13632,クレジットカード
INV-12590,2025-12-23,千葉店,C-149,飲料・酒類,クラフトビール6缶パック,3162,1,3162,QR決済
INV-11844,2025-12-23,東京本店,C-244,加工食品,特製ドレッシング,351,2,702,現金
INV-12944,2025-12-23,東京本店,C-221,加工食品,レトルトカレー,343,2,686,QR決済
INV-17087,2025-12-23,東京本店,C-092,加工食品,特製ドレッシング,528,1,528,電子マネー
INV-16155,2025-12-24,横浜店,C-017,日用雑貨,抗菌洗剤セット,1069,3,3207,クレジットカード
INV-18866,2025-12-24,横浜店,C-159,加工食品,特製ドレッシング,753,4,3012,QR決済
INV-17364,2025-12-24,さいたま店,C-090,日用雑貨,抗菌洗剤セット,1477,3,4431,QR決済
INV-14441,2025-12-24,東京本店,C-245,飲料・酒類,クラフトビール6缶パック,2328,1,2328,QR決済
INV-12263,2025-12-24,ECサイト,C-254,加工食品,特製ドレッシング,540,1,540,電子マネー
INV-10422,2025-12-24,東京本店,C-284,家庭用品,LED電球,3345,1,3345,QR決済
INV-15098,2025-12-24,横浜店,C-178,生鮮食品,朝採れ野菜セット,1585,2,3170,現金
INV-18187,2025-12-24,さいたま店,C-135,飲料・酒類,高級赤ワイン,2378,1,2378,クレジットカード
INV-17459,2025-12-24,東京本店,C-152,飲料・酒類,クラフトビール6缶パック,2704,1,2704,クレジットカード
INV-17657,2025-12-24,ECサイト,C-035,生鮮食品,朝採れ野菜セット,1512,1,1512,クレジットカード
INV-12821,2025-12-24,ECサイト,C-069,加工食品,パスタソース,442,1,442,クレジットカード
INV-15142,2025-12-24,さいたま店,C-150,家庭用品,LED電球,4517,2,9034,クレジットカード
INV-18085,2025-12-24,さいたま店,C-022,加工食品,特製ドレッシング,638,1,638,電子マネー
INV-18557,2025-12-24,東京本店,C-136,飲料・酒類,クラフトビール6缶パック,608,1,608,現金
INV-17307,2025-12-24,千葉店,C-036,加工食品,レトルトカレー,583,1,583,クレジットカード
INV-10840,2025-12-24,横浜店,C-039,家庭用品,セラミックフライパン,2182,2,4364,電子マネー
INV-16034,2025-12-24,東京本店,C-168,生鮮食品,季節のフルーツ盛,1863,1,1863,電子マネー
INV-17197,2025-12-24,ECサイト,C-193,生鮮食品,朝採れ野菜セット,2509,1,2509,現金
INV-17071,2025-12-24,ECサイト,C-157,日用雑貨,高機能マスク,406,1,406,クレジットカード
INV-17614,2025-12-24,ECサイト,C-120,日用雑貨,キッチンペーパー,1097,2,2194,電子マネー
INV-12457,2025-12-24,さいたま店,C-284,家庭用品,LED電球,7559,1,7559,クレジットカード
